taxid,species_taxid,genome,organism_name,infraspecific_name,accession,date,last_update,bioproject,assembly_level,submitter,genome_size,num_CDS,num_introns,sum_CDS_length,intron_per_kb
5078,5078,Penicillium_griseofulvum.ASM156193v1,Penicillium griseofulvum,strain=PG3,GCA_001561935,2016-03,2016-03,PRJNA289974,Contig,University of Turin,29140916,9630,20843,15059166,1.38407
40296,40296,Penicillium_italicum.ASM76976v1,Penicillium italicum,strain=PHI-1,GCA_000769765,2014-11,2014-11,PRJNA255746,Contig,Center for Genomic Regulation (CRG),30164421,9996,19666,14305104,1.37475
229535,229535,Penicillium_nordicum.ASM127859v1,Penicillium nordicum,strain=DAOMC 185683,GCA_001278595,2015-10,2015-10,PRJNA277835,Scaffold,Agriculture and Agri-Food Canada,30844022,12959,23755,16028208,1.48207
933388,69781,Penicillium_oxalicum_114_2.pde_v1.0,Penicillium oxalicum 114-2,strain=114-2,GCA_000346795,2013-07,2013-07,PRJNA60877,Scaffold,"State Key Laboratory of Microbial Technology, Shandong University",30177368,9979,19473,13656132,1.42595
1365484,5082,Penicillium_roqueforti_fm164.PROQFM164_20130607,Penicillium roqueforti FM164,strain=FM164,GCA_000513255,2015-09,2015-09,PRJEB4023,Scaffold,INRA-LIPM,29010044,12319,22841,15301686,1.49271
500485,1108849,Penicillium_rubens_wisconsin_54_1255.PenChr_Nov2007,Penicillium rubens Wisconsin 54-1255,NA,GCA_000226395,2015-02,2015-02,PRJEA27927,Scaffold,"DSM Anti-Infectives, The Netherlands",32223735,12557,27096,16867694,1.60638
60172,60172,Penicillium_solitum.ASM95277v1,Penicillium solitum,strain=RS1,GCA_000952775,2015-03,2015-03,PRJNA225689,Contig,JCVI,32336814,10377,23971,16468473,1.45557
1229662,393283,Pestalotiopsis_fici_w106_1.PFICI,Pestalotiopsis fici W106-1,strain=W106-1,GCA_000516985,2014-04,2014-04,PRJNA174299,Scaffold,"Institute of microbiology, chinese academy of sciences",51910726,15413,27107,22816164,1.18806
1286976,223192,Phaeoacremonium_minimum_ucrpa7.UCRPA7V03,Phaeoacremonium minimum UCRPA7,strain=UCRPA7,GCA_000392275,2013-05,2013-05,PRJNA188116,Scaffold,UC Davis,47465449,8834,15727,11762433,1.33705
158046,158046,Phaeomoniella_chlamydospora.UCRPA7V1.0,Phaeomoniella chlamydospora,NA,GCA_001006345,2015-05,2015-05,PRJNA261774,Scaffold,University of California Davis,27513354,6907,12392,11334252,1.09332
321614,13684,Phaeosphaeria_nodorum.ASM14691v1,Parastagonospora nodorum SN15,strain=SN15,GCA_000146915,2008-01,2008-01,PRJNA13754,Scaffold,Broad Institute,37285498,12372,20324,15690698,1.29529
650164,231932,Phanerochaete_carnosa_hhb_10118_sp.Phanerochaete_carnosa_HHB-10118-Sp_v1_0,Phanerochaete carnosa HHB-10118-sp,strain=HHB-10118-sp,GCA_000300595,2012-10,2012-10,PRJNA38425,Scaffold,DOE Joint Genome Institute,46293325,13925,56742,16026329,3.54055
149040,149040,Phialocephala_scopiformis.Phisc1,Phialocephala scopiformis,strain=CBS 120377,GCA_001500285,2016-02,2016-02,PRJNA262390,Scaffold,DOE Joint Genome Institute,48876257,4453,8807,5622136,1.56649
1664694,1664694,Phialophora_attae.ASM129925v1,Phialophora attae,strain=CBS 131958,GCA_001299255,2015-10,2015-10,PRJNA286118,Contig,CBS-KNAW Fungal Biodiversity Centre,30363635,11848,15143,17021123,0.889659
745531,82310,Phlebiopsis_gigantea_11061_1_cr5_6.Phlgi1,Phlebiopsis gigantea 11061_1 CR5-6,strain=11061_1 CR5-6,GCA_000832265,2015-02,2015-02,PRJNA207860,Scaffold,DOE Joint Genome Institute,30143925,11855,57181,14645621,3.90431
4909,4909,Pichia_kudriavzevii.ASM76445v1,Pichia kudriavzevii,strain=SD108,GCA_000764455,2014-10,2014-10,PRJNA257499,Scaffold,"University of Illinois Urbana-Champaign, Carver Biotechnology Center",12940563,7107,2062,8608658,0.239526
765440,80663,Piloderma_croceum_f_1598.Piloderma_croceum_F_1598_v1_0,Piloderma croceum F 1598,strain=F 1598,GCA_000827315,2015-02,2015-02,PRJNA61203,Scaffold,DOE Joint Genome Institute,59326866,21507,76001,21397528,3.55186
1109443,65672,Piriformospora_indica_dsm_11827.ASM31354v1,Serendipita indica DSM 11827,strain=DSM 11827,GCA_000313545,2012-02,2012-02,PRJEA76339,Scaffold,"Institute of Bioinformatics and Systems Biology, Helmholtz Zentrum München, Neuherberg, Germany",24979980,11763,48913,15438886,3.16817
765257,178872,Pisolithus_microcarpus_441.Pisolithus_microcarpus_441_v1_0,Pisolithus microcarpus 441,strain=441,GCA_000827275,2015-02,2015-02,PRJNA60815,Scaffold,JGI,53027657,20965,59698,17679335,3.37671
870435,37468,Pisolithus_tinctorius_marx_270.Pisolithus_tinctorius_Marx_270_v1_0,Pisolithus tinctorius Marx 270,strain=Marx 270,GCA_000827335,2015-02,2015-02,PRJNA207840,Scaffold,DOE Joint Genome Institute,71007534,22641,65902,19691215,3.34677
1137138,5322,Pleurotus_ostreatus_pc15.PleosPC15_2,Pleurotus ostreatus PC15,strain=PC15,GCA_000697685,2014-06,2014-06,PRJNA81933,Scaffold,JGI,34342730,12296,61517,15389978,3.99721
944288,139390,Plicaturopsis_crispa_fd_325_ss_3.Plicr1,Plicaturopsis crispa FD-325 SS-3,strain=FD-325 SS-3,GCA_000827205,2015-02,2015-02,PRJNA207847,Scaffold,DOE Joint Genome Institute,34498066,2716,10566,2988189,3.53592
1408658,4754,Pneumocystis_carinii_b80.Pneu_cari_B80_V3,Pneumocystis carinii B80,strain=B80,GCA_001477545,2016-01,2016-01,PRJNA223511,Contig,Broad Institute,7661456,3646,17782,5091257,3.49265
1408657,42068,Pneumocystis_jirovecii_ru7.Pneu_jiro_RU7_V2,Pneumocystis jirovecii RU7,strain=RU7,GCA_001477535,2016-01,2016-01,PRJNA223510,Contig,Broad Institute,8396240,3761,17928,5349019,3.35164
1069680,263815,Pneumocystis_murina_b123.Pneumo_murina_B123_V4,Pneumocystis murina B123,strain=B123,GCA_000349005,2015-12,2015-12,PRJNA70803,Contig,Broad Institute,7501343,3622,18111,4995490,3.62547
515849,5145,Podospora_anserina_s_mat_.ASM22654v1,Podospora anserina S mat+,NA,GCA_000226545,2013-08,2013-08,PRJNA12954,Scaffold,Genoscope - Centre National de Séquençage,34718894,10546,13436,15694914,0.856074
561896,104341,Postia_placenta_mad_698_r.Postia_placenta_V1_0,Postia placenta Mad-698-R,strain=Mad-698-R,GCA_000006255,2009-03,2009-03,PRJNA19789,Scaffold,DOE Joint Genome Institute,90891856,9083,46492,11783286,3.94559
383855,1873960,Pseudocercospora_fijiensis_cirad86.Mycfi2,Pseudocercospora fijiensis CIRAD86,strain=CIRAD86,GCA_000340215,2013-04,2013-04,PRJNA19049,Scaffold,DOE Joint Genome Institute,74141167,13047,33781,16788765,2.01212
113226,113226,Pseudocercospora_musae.ASM157822v1,Pseudocercospora musae,strain=CBS 116634,GCA_001578225,2016-03,2016-03,PRJNA289098,Scaffold,University of California Davis,60439160,10386,14110,14433690,0.977574
658429,655981,Pseudogymnoascus_destructans_20631_21.Geom_destructans_V1,Pseudogymnoascus destructans 20631-21,strain=20631-21,GCA_000184105,2013-01,2013-01,PRJNA39257,Scaffold,Broad Institute,30684937,9075,14604,12149092,1.20207
1420912,1420912,Pseudogymnoascus_sp_vkm_f_103.DG30,Pseudogymnoascus sp. VKM F-103,strain=VKM F-103,GCA_000750895,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,30255792,9802,21669,15488309,1.39906
1437433,1437433,Pseudogymnoascus_sp_vkm_f_3557.DG3,Pseudogymnoascus sp. VKM F-3557,strain=VKM F-3557,GCA_000750665,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,27649855,9482,20081,13710075,1.46469
1420901,1420901,Pseudogymnoascus_sp_vkm_f_3775.DG4,Pseudogymnoascus sp. VKM F-3775,strain=VKM F-3775,GCA_000750715,2015-05,2015-05,PRJNA216963,Contig,Moscow State University,28506885,9472,17700,12122550,1.46009
1391699,1391699,Pseudogymnoascus_sp_vkm_f_3808.DG1,Pseudogymnoascus sp. VKM F-3808,strain=VKM F-3808,GCA_000750675,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,27778879,9929,21839,14024887,1.55716
1420902,1420902,Pseudogymnoascus_sp_vkm_f_4246.DG5,Pseudogymnoascus sp. VKM F-4246,strain=VKM F-4246,GCA_000750735,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,25759859,8540,17220,12971067,1.32757
1420906,1420906,Pseudogymnoascus_sp_vkm_f_4281_fw_2241_.DG6,Pseudogymnoascus sp. VKM F-4281 (FW-2241),strain=VKM F-4281 (FW-2241),GCA_000750745,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,26549613,8728,17623,13077917,1.34754
1420907,1420907,Pseudogymnoascus_sp_vkm_f_4513_fw_928_.DG7,Pseudogymnoascus sp. VKM F-4513 (FW-928),strain=VKM F-4513 (FW-928),GCA_000750755,2014-12,2014-12,PRJNA216963,Contig,Moscow State University,26440682,8669,17485,13324514,1.31224
1420908,1420908,Pseudogymnoascus_sp_vkm_f_4514_fw_929_.DG8,Pseudogymnoascus sp. VKM F-4514 (FW-929),strain=VKM F-4514 (FW-929),GCA_000750795,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,27026992,8865,19429,13115764,1.48135
1420909,1420909,Pseudogymnoascus_sp_vkm_f_4515_fw_2607_.DG10,Pseudogymnoascus sp. VKM F-4515 (FW-2607),strain=VKM F-4515 (FW-2607),GCA_000750805,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,32006932,10676,25960,15981769,1.62435
1420910,1420910,Pseudogymnoascus_sp_vkm_f_4516_fw_969_.DG11,Pseudogymnoascus sp. VKM F-4516 (FW-969),strain=VKM F-4516 (FW-969),GCA_000750815,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,27599203,9363,20646,14666404,1.40771
1420911,1420911,Pseudogymnoascus_sp_vkm_f_4517_fw_2822_.DG13,Pseudogymnoascus sp. VKM F-4517 (FW-2822),strain=VKM F-4517 (FW-2822),GCA_000750875,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,32880410,10744,21752,15572606,1.39681
1420913,1420913,Pseudogymnoascus_sp_vkm_f_4518_fw_2643_.DG36,Pseudogymnoascus sp. VKM F-4518 (FW-2643),strain=VKM F-4518 (FW-2643),GCA_000750925,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,35479399,11619,24998,17512171,1.42746
1420914,1420914,Pseudogymnoascus_sp_vkm_f_4519_fw_2642_.DG38,Pseudogymnoascus sp. VKM F-4519 (FW-2642),strain=VKM F-4519 (FW-2642),GCA_000750935,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,32578210,10630,22514,16116250,1.39698
1420915,1420915,Pseudogymnoascus_sp_vkm_f_4520_fw_2644_.DG39,Pseudogymnoascus sp. VKM F-4520 (FW-2644),strain=VKM F-4520 (FW-2644),GCA_000750995,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,34096352,11551,24315,17042992,1.42669
146866,146866,Pseudoloma_neurophilia.ASM143216v1,Pseudoloma neurophilia,strain=MK1,GCA_001432165,2015-11,2015-11,PRJNA206217,Contig,University of Ottawa,5248409,3644,0,2885300,0
1305764,327079,Pseudozyma_hubeiensis_sy62.ASM40351v1,Pseudozyma hubeiensis SY62,strain=SY62,GCA_000403515,2015-11,2015-11,PRJDB993,Scaffold,Kitami Institute of Technology,18442938,7472,3481,12466401,0.279231
418459,5297,Puccinia_graminis.ASM14992v1,Puccinia graminis f. sp. tritici CRL 75-36-700-3,strain=CRL 75-36-700-3,GCA_000149925,2012-02,2012-02,PRJNA18535,Scaffold,Broad Institute,88724376,15800,54240,18682505,2.90325
27349,27349,Puccinia_sorghi.ASM126337v1,Puccinia sorghi,strain=RO10H11247,GCA_001263375,2015-08,2015-08,PRJNA277993,Scaffold,BIA - FCEN - UBA,99534058,21078,103657,22389842,4.62964
1165861,27350,Puccinia_striiformis_f_sp_tritici_pst_78.P_striiformis_V1,Puccinia striiformis f. sp. tritici PST-78,strain=race PST-78,GCA_001191645,2015-10,2015-10,PRJNA41279,Scaffold,Broad Institute,117391083,19542,60521,21426621,2.82457
630390,208348,Puccinia_triticina.ASM15152v1,Puccinia triticina 1-1 BBBD Race 1,strain=1-1 BBBD Race 1,GCA_000151525,2009-11,2011-05,PRJNA36323,Scaffold,Broad Institute,162948716,11638,38107,13973123,2.72716
741275,202698,Punctularia_strigosozonata_hhb_11173_ss5.Punctularia_strigosozonata_v1_0,Punctularia strigosozonata HHB-11173 SS5,strain=HHB-11173 SS5,GCA_000264995,2013-05,2013-05,PRJNA52407,Scaffold,JGI,34171901,2097,9172,2609328,3.51508
861557,53485,Pyrenophora_teres.GCA_000166005.1,Pyrenophora teres f. teres 0-1,strain=0-1,GCA_000166005,2010-12,2010-12,PRJNA50389,Scaffold,Australian Centre for Necrotrophic Fungal Pathogens (ACNFP),33583335,11799,17747,16406051,1.08174
426418,45151,Pyrenophora_triticirepentis.GCA_000149985.1,Pyrenophora tritici-repentis Pt-1C-BFP,strain=Pt-1C-BFP,GCA_000149985,2008-05,2008-05,PRJNA18815,Scaffold,Broad Institute,37997465,12169,20291,16413682,1.23622
1076935,337075,Pyronema_omphalodes_cbs_100304.Pcon_v1,Pyronema omphalodes CBS 100304,strain=CBS100304,GCA_000981605,2015-09,2015-09,PRJNA65573,Scaffold,"Department of General and Molecular Botany, Ruhr-University Bochum",50026054,13367,22481,14606787,1.53908
1408163,68825,Rasamsonia_emersonii_cbs_393_64.ASM96859v1,Rasamsonia emersonii CBS 393.64,strain=CBS 393.64,GCA_000968595,2015-04,2015-04,PRJNA222976,Contig,DSM Bio-based Products & Services B.V.,28248805,9843,24804,14410995,1.72119
1442369,86056,Rhinocladiella_mackenziei_cbs_650_93.Rhin_mack_CBS_650_93_V1,Rhinocladiella mackenziei CBS 650.93,strain=CBS 650.93,GCA_000835555,2015-02,2015-02,PRJNA233315,Scaffold,Broad Institute,32474431,11377,16109,16705035,0.96432
1423351,456999,Rhizoctonia_solani_123e.Rhizoctonia_solani_123E_v1,Rhizoctonia solani 123E,strain=123E,GCA_000715385,2014-06,2014-06,PRJNA227561,Contig,JCVI,39418891,10993,64415,16835835,3.82607
983506,456999,Rhizoctonia_solani_ag_1_ia.Rhisol_AG1IA_1.0,Rhizoctonia solani AG-1 IA,strain=AG-1IA,GCA_000334115,2013-01,2013-01,PRJNA51401,Scaffold,Rice Research Institute of Sichuan Agricultural University,36938120,10489,50007,12899037,3.8768
1108050,456999,Rhizoctonia_solani_ag_1_ib.ASM35025v1,Rhizoctonia solani AG-1 IB,strain=isolate 7/3/14,GCA_000350255,2015-08,2015-08,PRJEB40,Contig,CEBITEC,48510916,12209,50465,13506348,3.73639
456999,456999,Rhizoctonia_solani.AG22IIIB,Rhizoctonia solani,NA,GCA_001286725,2015-08,2015-08,PRJEB9381,Scaffold,CEBITEC,56028462,11897,78146,18872403,4.14076
1086054,456999,Rhizoctonia_solani_ag_3_rhs1ap.Rhizoctonia_solani_AG-3,Rhizoctonia solani AG-3 Rhs1AP,strain=AG-3,GCA_000524645,2014-11,2014-11,PRJNA73133,Scaffold,JCVI,51705945,12725,69605,17659789,3.94144
1287689,456999,Rhizoctonia_solani_ag_8_wac10335.RSAG8-1.V1,Rhizoctonia solani AG-8 WAC10335,strain=WAC10335,GCA_000695385,2014-05,2014-05,PRJNA187548,Scaffold,Commonwealth Scientific and Industrial Research Organisation,39822884,13929,56530,13514019,4.18306
747089,588596,Rhizophagus_irregularis_daom_181602.Gloin1,Rhizophagus irregularis DAOM 181602,strain=DAOM 197198,GCA_000439145,2013-11,2013-11,PRJNA208392,Scaffold,DOE Joint Genome Institute,90375240,29821,72198,24144482,2.99025
1432141,588596,Rhizophagus_irregularis_daom_197198w.Rir,Rhizophagus irregularis DAOM 197198w,strain=DAOM 197198w,GCA_000597685,2015-12,2015-12,PRJNA230015,Scaffold,"Laboratory of Computational Molecular Biology, College of Life Sciences, Beijing Normal University",140695967,27300,59585,28429863,2.09586
246409,936053,Rhizopus_delemar_ra_99_880.RO3,Rhizopus delemar RA 99-880,strain=RA 99-880,GCA_000149305,2012-04,2012-04,PRJNA13066,Scaffold,Broad Institute,46148878,17459,40514,17965420,2.25511
1001064,5286,Rhodotorula_glutinis_atcc_204091.R.glutinis2,Rhodotorula toruloides ATCC 204091,strain=ATCC 204091,GCA_000222205,2016-02,2016-02,PRJNA59971,Scaffold,MISSISSIPPI STATE UNIVERSITY,20478880,2817,14016,5409969,2.59077
578459,29898,Rhodotorula_graminis_wp1.Rhoba1_1,Rhodotorula graminis WP1,strain=WP1,GCA_001329695,2015-11,2015-11,PRJNA32711,Scaffold,DOE Joint Genome Institute,21013998,2694,13848,3987654,3.47272
1305733,1305733,Rhodotorula_sp_jg_1b.Rhosp1,Rhodotorula sp. JG-1b,strain=JG-1b,GCA_001541205,2016-02,2016-02,PRJNA195770,Scaffold,DOE Joint Genome Institute,19393393,6681,35383,10390699,3.40526
5286,5286,Rhodotorula_toruloides.IFO0880_HGAP3_v1,Rhodotorula toruloides,NA,GCA_001255795,2015-11,2015-11,PRJEB9845,Contig,UCB,20810536,7538,42366,12801921,3.30935
1130832,5286,Rhodotorula_toruloides_np11.RHOziaDV1.0,Rhodotorula toruloides NP11,strain=NP11,GCA_000320785,2013-04,2013-04,PRJNA169538,Scaffold,Dalian Institute of Chemical Physics,20223942,8140,42826,13036007,3.28521
77044,77044,Rosellinia_necatrix.ASM144559v1,Rosellinia necatrix,strain=W97,GCA_001445595,2015-11,2015-11,PRJDB3312,Contig,NARO Institute of Fruit Tree Science,43242629,8628,18335,13201026,1.38891
988480,281847,Rozella_allomycis_csf55.Rozella_k41_t100,Rozella allomycis CSF55,strain=CSF55,GCA_000442015,2014-07,2014-07,PRJNA81749,Scaffold,University of Michigan,11859274,6350,20623,7439579,2.77207
1160507,706196,Saccharomyces_arboricola_h_6.SacArb1.0,Saccharomyces arboricola H-6,strain=H-6,GCA_000292725,2012-09,2012-09,PRJNA88533,Chromosome,The University of Nottingham,11619520,3659,0,5475024,0
764097,4932,Saccharomyces_cerevisiae_awri796.ScAWRI796_v01,Saccharomyces cerevisiae AWRI796,strain=AWRI796,GCA_000190195,2011-02,2011-02,PRJNA48559,Chromosome,The Australian Wine Research Institute,11741670,3786,0,4107860,0
889517,4932,Saccharomyces_cerevisiae_cen_pk113_7d.ASM26988v1,Saccharomyces cerevisiae CEN.PK113-7D,strain=CEN.PK113-7D,GCA_000269885,2013-04,2013-04,PRJNA52955,Chromosome,Chalmers University of Technology,11999059,5451,224,8044182,0.0278462
643680,4932,Saccharomyces_cerevisiae_ec1118.ASM21897v1,Saccharomyces cerevisiae EC1118,NA,GCA_000218975,2015-02,2015-02,PRJEA37863,Scaffold,Genoscope,11659512,6014,265,8006205,0.0330993
764102,4932,Saccharomyces_cerevisiae_fostersb.ScFostersB_v01,Saccharomyces cerevisiae FostersB,strain=FostersB,GCA_000190255,2011-02,2011-02,PRJNA48569,Chromosome,The Australian Wine Research Institute,11514552,3689,0,4005300,0
764101,4932,Saccharomyces_cerevisiae_fosterso.ScFostersO_v01,Saccharomyces cerevisiae FostersO,strain=FostersO,GCA_000326005,2014-08,2014-08,PRJNA48567,Contig,The Australian Wine Research Institute,11684932,3575,0,3651052,0
4932,4932,Saccharomyces_cerevisiae_gca_000091065.ASM9106v2,Saccharomyces cerevisiae,NA,GCA_000091065,2015-02,2015-02,PRJNA13838,Chromosome,Tsukuba Life Science Center,586761,297,5,399372,0.0125197
721032,4932,Saccharomyces_cerevisiae_kyokai_no_7.K7_1.0,Saccharomyces cerevisiae Kyokai no. 7,strain=Kyokai no. 7,GCA_000260735,2016-04,2016-04,PRJDA45827,Scaffold,National Research Institute of Brewing,11786343,5792,257,8317917,0.0308972
764098,4932,Saccharomyces_cerevisiae_lalvin_qa23.ScQA23_v01,Saccharomyces cerevisiae Lalvin QA23,strain=Lalvin QA23,GCA_000325965,2014-08,2014-08,PRJNA48561,Scaffold,The Australian Wine Research Institute,11804088,4022,0,4575162,0
1177187,4932,Saccharomyces_cerevisiae_p283.GCA_000568295_1,Saccharomyces cerevisiae P283,strain=P283,GCA_000568295,2014-04,2014-04,PRJNA161093,Chromosome,University of Padova,11408082,4400,206,6245889,0.0329817
1182968,4932,Saccharomyces_cerevisiae_p301.p301,Saccharomyces cerevisiae P301,strain=P301,GCA_000568055,2014-05,2014-05,PRJNA162717,Chromosome,University of Padova,11487077,4767,184,6431879,0.0286075
1182966,4932,Saccharomyces_cerevisiae_r008.R008,Saccharomyces cerevisiae R008,strain=R008,GCA_000568005,2014-05,2014-05,PRJNA162713,Chromosome,University of Padova,11601448,5222,210,7326683,0.0286624
1182967,4932,Saccharomyces_cerevisiae_r103.R103,Saccharomyces cerevisiae R103,strain=R103,GCA_000568365,2014-05,2014-05,PRJNA162715,Chromosome,University of Padova,11489728,5045,180,7029118,0.0256078
559292,4932,Saccharomyces_cerevisiae.R64-1-1,Saccharomyces cerevisiae S288C,strain=S288C,GCA_000146045,2011-09,2011-12,PRJNA43747,Complete Genome,Saccharomyces Genome Database,12157105,6619,282,8801211,0.032041
285006,4932,Saccharomyces_cerevisiae_rm11_1a.ASM14936v1,Saccharomyces cerevisiae RM11-1a,strain=RM11-1a,GCA_000149365,2008-06,2008-06,PRJNA13674,Scaffold,Broad Institute,11736985,5377,251,7662655,0.0327563
764099,4932,Saccharomyces_cerevisiae_vin13.ScVIN13_v01,Saccharomyces cerevisiae Vin13,strain=Vin13,GCA_000190215,2011-02,2011-02,PRJNA48563,Chromosome,The Australian Wine Research Institute,11667470,3930,0,4432878,0
764100,4932,Saccharomyces_cerevisiae_vl3.ScVL3_v01,Saccharomyces cerevisiae VL3,strain=VL3,GCA_000190235,2011-02,2011-02,PRJNA48565,Chromosome,The Australian Wine Research Institute,11662230,4025,0,4636114,0
1095631,332112,Saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7.ASM32610v1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7,strain=VIN7,GCA_000326105,2014-08,2014-08,PRJNA73971,Contig,The Australian Wine Research Institute,23371538,9143,0,12000504,0
1296266,4932,Saccharomyces_cerevisiae_yjm1078.Sc_YJM1078_v1,Saccharomyces cerevisiae YJM1078,strain=YJM1078,GCA_000975645,2016-03,2016-03,PRJNA183131,Chromosome,Duke University,11846736,5406,259,7978419,0.0324626
1292971,4932,Saccharomyces_cerevisiae_yjm1083.Sc_YJM1083_v1,Saccharomyces cerevisiae YJM1083,strain=YJM1083,GCA_000975675,2016-05,2016-05,PRJNA188959,Chromosome,Duke University,12508461,5378,256,7960646,0.0321582
1293430,4932,Saccharomyces_cerevisiae_yjm1129.Sc_YJM1129_v1,Saccharomyces cerevisiae YJM1129,strain=YJM1129,GCA_000975705,2015-04,2015-04,PRJNA189300,Chromosome,Duke University,13087233,5456,258,8053485,0.0320358
1294333,4932,Saccharomyces_cerevisiae_yjm1133.Sc_YJM1133_v1,Saccharomyces cerevisiae YJM1133,strain=YJM1133,GCA_000976695,2016-04,2016-04,PRJNA189881,Chromosome,Duke University,12432471,5314,256,7843336,0.0326392
1294334,4932,Saccharomyces_cerevisiae_yjm1190.Sc_YJM1190_v1,Saccharomyces cerevisiae YJM1190,strain=YJM1190,GCA_000976725,2016-05,2016-05,PRJNA189882,Chromosome,Duke University,12938494,5418,258,8018398,0.032176
1294335,4932,Saccharomyces_cerevisiae_yjm1199.Sc_YJM1199_v1,Saccharomyces cerevisiae YJM1199,strain=YJM1199,GCA_000976755,2016-04,2016-04,PRJNA189883,Chromosome,Duke University,12339311,5447,257,8035147,0.0319845
1294336,4932,Saccharomyces_cerevisiae_yjm1202.Sc_YJM1202_v1,Saccharomyces cerevisiae YJM1202,strain=YJM1202,GCA_000976785,2016-05,2016-05,PRJNA189884,Chromosome,Duke University,12555644,5381,257,7966370,0.0322606
1294337,4932,Saccharomyces_cerevisiae_yjm1208.Sc_YJM1208_v1,Saccharomyces cerevisiae YJM1208,strain=YJM1208,GCA_000976815,2016-05,2016-05,PRJNA189885,Chromosome,Duke University,13137464,5374,254,7951287,0.0319445
1294338,4932,Saccharomyces_cerevisiae_yjm1242.Sc_YJM1242_v1,Saccharomyces cerevisiae YJM1242,strain=YJM1242,GCA_000976845,2016-04,2016-04,PRJNA189886,Chromosome,Duke University,12183146,5385,255,7947932,0.0320838
1294339,4932,Saccharomyces_cerevisiae_yjm1244.Sc_YJM1244_v1,Saccharomyces cerevisiae YJM1244,strain=YJM1244,GCA_000976875,2016-04,2016-04,PRJNA189887,Chromosome,Duke University,12748922,5346,253,7869693,0.0321486
1294340,4932,Saccharomyces_cerevisiae_yjm1248.Sc_YJM1248_v1,Saccharomyces cerevisiae YJM1248,strain=YJM1248,GCA_000976905,2016-04,2016-04,PRJNA189888,Chromosome,Duke University,12607119,5305,251,7870904,0.0318896
1294341,4932,Saccharomyces_cerevisiae_yjm1250.Sc_YJM1250_v1,Saccharomyces cerevisiae YJM1250,strain=YJM1250,GCA_000976935,2016-04,2016-04,PRJNA189889,Chromosome,Duke University,12335016,5310,257,7862253,0.0326878
1294342,4932,Saccharomyces_cerevisiae_yjm1252.Sc_YJM1252_v1,Saccharomyces cerevisiae YJM1252,strain=YJM1252,GCA_000976965,2016-05,2016-05,PRJNA189890,Chromosome,Duke University,12668504,5374,258,7951039,0.0324486
1294343,4932,Saccharomyces_cerevisiae_yjm1273.Sc_YJM1273_v1,Saccharomyces cerevisiae YJM1273,strain=YJM1273,GCA_000976995,2016-04,2016-04,PRJNA189891,Chromosome,Duke University,12606387,5453,259,8088403,0.0320212
1294344,4932,Saccharomyces_cerevisiae_yjm1304.Sc_YJM1304_v1,Saccharomyces cerevisiae YJM1304,strain=YJM1304,GCA_000977025,2015-04,2015-04,PRJNA189892,Chromosome,Duke University,12418654,5361,253,7923804,0.0319291
1294345,4932,Saccharomyces_cerevisiae_yjm1307.Sc_YJM1307_v1,Saccharomyces cerevisiae YJM1307,strain=YJM1307,GCA_000977055,2016-05,2016-05,PRJNA189893,Chromosome,Duke University,13070263,5390,254,7982171,0.0318209
1294346,4932,Saccharomyces_cerevisiae_yjm1311.Sc_YJM1311_v1,Saccharomyces cerevisiae YJM1311,strain=YJM1311,GCA_000977085,2016-04,2016-04,PRJNA189894,Chromosome,Duke University,12573383,5415,258,8006752,0.0322228
1294347,4932,Saccharomyces_cerevisiae_yjm1326.Sc_YJM1326_v1,Saccharomyces cerevisiae YJM1326,strain=YJM1326,GCA_000977115,2016-05,2016-05,PRJNA189895,Chromosome,Duke University,12435682,5408,255,7988349,0.0319215
1294348,4932,Saccharomyces_cerevisiae_yjm1332.Sc_YJM1332_v1,Saccharomyces cerevisiae YJM1332,strain=YJM1332,GCA_000977145,2016-04,2016-04,PRJNA189896,Chromosome,Duke University,12288064,5447,257,8043797,0.0319501
1294349,4932,Saccharomyces_cerevisiae_yjm1336.Sc_YJM1336_v1,Saccharomyces cerevisiae YJM1336,strain=YJM1336,GCA_000977175,2016-04,2016-04,PRJNA189897,Chromosome,Duke University,12854775,5401,258,7965419,0.03239
1294350,4932,Saccharomyces_cerevisiae_yjm1338.Sc_YJM1338_v1,Saccharomyces cerevisiae YJM1338,strain=YJM1338,GCA_000977205,2016-04,2016-04,PRJNA189898,Chromosome,Duke University,12277361,5404,255,8001550,0.0318688
1294351,4932,Saccharomyces_cerevisiae_yjm1341.Sc_YJM1341_v1,Saccharomyces cerevisiae YJM1341,strain=YJM1341,GCA_000977235,2016-04,2016-04,PRJNA189899,Chromosome,Duke University,12526507,5428,258,8020800,0.0321664
