taxid,species_taxid,genome,organism_name,infraspecific_name,accession,date,last_update,bioproject,assembly_level,submitter,genome_size,num_CDS,intron_per_kb
870435,37468,Pisolithus_tinctorius_marx_270.Pisolithus_tinctorius_Marx_270_v1_0,Pisolithus tinctorius Marx 270,strain=Marx 270,GCA_000827335,2015-02,2015-02,PRJNA207840,Scaffold,DOE Joint Genome Institute,71007534,22641,3.220670784
1137138,5322,Pleurotus_ostreatus_pc15.PleosPC15_2,Pleurotus ostreatus PC15,strain=PC15,GCA_000697685,2014-06,2014-06,PRJNA81933,Scaffold,JGI,34342730,12296,4.295236927
944288,139390,Plicaturopsis_crispa_fd_325_ss_3.Plicr1,Plicaturopsis crispa FD-325 SS-3,strain=FD-325 SS-3,GCA_000827205,2015-02,2015-02,PRJNA207847,Scaffold,DOE Joint Genome Institute,34498066,2716,3.556498838
1408658,4754,Pneumocystis_carinii_b80.Pneu_cari_B80_V3,Pneumocystis carinii B80,strain=B80,GCA_001477545,2016-01,2016-01,PRJNA223511,Contig,Broad Institute,7661456,3646,4.43564799
1408657,42068,Pneumocystis_jirovecii_ru7.Pneu_jiro_RU7_V2,Pneumocystis jirovecii RU7,strain=RU7,GCA_001477535,2016-01,2016-01,PRJNA223510,Contig,Broad Institute,8396240,3761,4.266202498
1069680,263815,Pneumocystis_murina_b123.Pneumo_murina_B123_V4,Pneumocystis murina B123,strain=B123,GCA_000349005,2015-12,2015-12,PRJNA70803,Contig,Broad Institute,7501343,3622,4.573057722
515849,5145,Podospora_anserina_s_mat_.ASM22654v1,Podospora anserina S mat+,NA,GCA_000226545,2013-08,2013-08,PRJNA12954,Scaffold,Genoscope - Centre National de Séquençage,34718894,10546,1.241145776
561896,104341,Postia_placenta_mad_698_r.Postia_placenta_V1_0,Postia placenta Mad-698-R,strain=Mad-698-R,GCA_000006255,2009-03,2009-03,PRJNA19789,Scaffold,DOE Joint Genome Institute,90891856,9083,4.288355024
383855,1873960,Pseudocercospora_fijiensis_cirad86.Mycfi2,Pseudocercospora fijiensis CIRAD86,strain=CIRAD86,GCA_000340215,2013-04,2013-04,PRJNA19049,Scaffold,DOE Joint Genome Institute,74141167,13047,2.615188184
113226,113226,Pseudocercospora_musae.ASM157822v1,Pseudocercospora musae,strain=CBS 116634,GCA_001578225,2016-03,2016-03,PRJNA289098,Scaffold,University of California Davis,60439160,10386,1.467836079
658429,655981,Pseudogymnoascus_destructans_20631_21.Geom_destructans_V1,Pseudogymnoascus destructans 20631-21,strain=20631-21,GCA_000184105,2013-01,2013-01,PRJNA39257,Scaffold,Broad Institute,30684937,9075,1.626322048
1420912,1420912,Pseudogymnoascus_sp_vkm_f_103.DG30,Pseudogymnoascus sp. VKM F-103,strain=VKM F-103,GCA_000750895,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,30255792,9802,1.746402567
1437433,1437433,Pseudogymnoascus_sp_vkm_f_3557.DG3,Pseudogymnoascus sp. VKM F-3557,strain=VKM F-3557,GCA_000750665,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,27649855,9482,1.914972461
1420901,1420901,Pseudogymnoascus_sp_vkm_f_3775.DG4,Pseudogymnoascus sp. VKM F-3775,strain=VKM F-3775,GCA_000750715,2015-05,2015-05,PRJNA216963,Contig,Moscow State University,28506885,9472,1.764078378
1391699,1391699,Pseudogymnoascus_sp_vkm_f_3808.DG1,Pseudogymnoascus sp. VKM F-3808,strain=VKM F-3808,GCA_000750675,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,27778879,9929,2.121891751
1420902,1420902,Pseudogymnoascus_sp_vkm_f_4246.DG5,Pseudogymnoascus sp. VKM F-4246,strain=VKM F-4246,GCA_000750735,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,25759859,8540,1.678186872
1420906,1420906,Pseudogymnoascus_sp_vkm_f_4281_fw_2241_.DG6,Pseudogymnoascus sp. VKM F-4281 (FW-2241),strain=VKM F-4281 (FW-2241),GCA_000750745,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,26549613,8728,1.6829841
1420907,1420907,Pseudogymnoascus_sp_vkm_f_4513_fw_928_.DG7,Pseudogymnoascus sp. VKM F-4513 (FW-928),strain=VKM F-4513 (FW-928),GCA_000750755,2014-12,2014-12,PRJNA216963,Contig,Moscow State University,26440682,8669,1.658497416
1420908,1420908,Pseudogymnoascus_sp_vkm_f_4514_fw_929_.DG8,Pseudogymnoascus sp. VKM F-4514 (FW-929),strain=VKM F-4514 (FW-929),GCA_000750795,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,27026992,8865,1.932000672
1420909,1420909,Pseudogymnoascus_sp_vkm_f_4515_fw_2607_.DG10,Pseudogymnoascus sp. VKM F-4515 (FW-2607),strain=VKM F-4515 (FW-2607),GCA_000750805,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,32006932,10676,2.155072594
1420910,1420910,Pseudogymnoascus_sp_vkm_f_4516_fw_969_.DG11,Pseudogymnoascus sp. VKM F-4516 (FW-969),strain=VKM F-4516 (FW-969),GCA_000750815,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,27599203,9363,1.836301615
1420911,1420911,Pseudogymnoascus_sp_vkm_f_4517_fw_2822_.DG13,Pseudogymnoascus sp. VKM F-4517 (FW-2822),strain=VKM F-4517 (FW-2822),GCA_000750875,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,32880410,10744,1.728016264
1420913,1420913,Pseudogymnoascus_sp_vkm_f_4518_fw_2643_.DG36,Pseudogymnoascus sp. VKM F-4518 (FW-2643),strain=VKM F-4518 (FW-2643),GCA_000750925,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,35479399,11619,1.73205966
1420914,1420914,Pseudogymnoascus_sp_vkm_f_4519_fw_2642_.DG38,Pseudogymnoascus sp. VKM F-4519 (FW-2642),strain=VKM F-4519 (FW-2642),GCA_000750935,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,32578210,10630,1.703471169
1420915,1420915,Pseudogymnoascus_sp_vkm_f_4520_fw_2644_.DG39,Pseudogymnoascus sp. VKM F-4520 (FW-2644),strain=VKM F-4520 (FW-2644),GCA_000750995,2014-09,2014-09,PRJNA216963,Contig,Moscow State University,34096352,11551,1.727564821
146866,146866,Pseudoloma_neurophilia.ASM143216v1,Pseudoloma neurophilia,strain=MK1,GCA_001432165,2015-11,2015-11,PRJNA206217,Contig,University of Ottawa,5248409,3644,0
1305764,327079,Pseudozyma_hubeiensis_sy62.ASM40351v1,Pseudozyma hubeiensis SY62,strain=SY62,GCA_000403515,2015-11,2015-11,PRJDB993,Scaffold,Kitami Institute of Technology,18442938,7472,0.5779849392
418459,5297,Puccinia_graminis.ASM14992v1,Puccinia graminis f. sp. tritici CRL 75-36-700-3,strain=CRL 75-36-700-3,GCA_000149925,2012-02,2012-02,PRJNA18535,Scaffold,Broad Institute,88724376,15800,3.414865817
27349,27349,Puccinia_sorghi.ASM126337v1,Puccinia sorghi,strain=RO10H11247,GCA_001263375,2015-08,2015-08,PRJNA277993,Scaffold,BIA - FCEN - UBA,99534058,21078,4.645465679
1165861,27350,Puccinia_striiformis_f_sp_tritici_pst_78.P_striiformis_V1,Puccinia striiformis f. sp. tritici PST-78,strain=race PST-78,GCA_001191645,2015-10,2015-10,PRJNA41279,Scaffold,Broad Institute,117391083,19542,3.146653933
630390,208348,Puccinia_triticina.ASM15152v1,Puccinia triticina 1-1 BBBD Race 1,strain=1-1 BBBD Race 1,GCA_000151525,2009-11,2011-05,PRJNA36323,Scaffold,Broad Institute,162948716,11638,2.8022575
741275,202698,Punctularia_strigosozonata_hhb_11173_ss5.Punctularia_strigosozonata_v1_0,Punctularia strigosozonata HHB-11173 SS5,strain=HHB-11173 SS5,GCA_000264995,2013-05,2013-05,PRJNA52407,Scaffold,JGI,34171901,2097,3.693879144
861557,53485,Pyrenophora_teres.GCA_000166005.1,Pyrenophora teres f. teres 0-1,strain=0-1,GCA_000166005,2010-12,2010-12,PRJNA50389,Scaffold,Australian Centre for Necrotrophic Fungal Pathogens (ACNFP),33583335,11799,1.496917506
426418,45151,Pyrenophora_triticirepentis.GCA_000149985.1,Pyrenophora tritici-repentis Pt-1C-BFP,strain=Pt-1C-BFP,GCA_000149985,2008-05,2008-05,PRJNA18815,Scaffold,Broad Institute,37997465,12169,1.809533666
1076935,337075,Pyronema_omphalodes_cbs_100304.Pcon_v1,Pyronema omphalodes CBS 100304,strain=CBS100304,GCA_000981605,2015-09,2015-09,PRJNA65573,Scaffold,"Department of General and Molecular Botany, Ruhr-University Bochum",50026054,13367,2.295881926
1408163,68825,Rasamsonia_emersonii_cbs_393_64.ASM96859v1,Rasamsonia emersonii CBS 393.64,strain=CBS 393.64,GCA_000968595,2015-04,2015-04,PRJNA222976,Contig,DSM Bio-based Products & Services B.V.,28248805,9843,2.084431318
1442369,86056,Rhinocladiella_mackenziei_cbs_650_93.Rhin_mack_CBS_650_93_V1,Rhinocladiella mackenziei CBS 650.93,strain=CBS 650.93,GCA_000835555,2015-02,2015-02,PRJNA233315,Scaffold,Broad Institute,32474431,11377,1.241988206
1423351,456999,Rhizoctonia_solani_123e.Rhizoctonia_solani_123E_v1,Rhizoctonia solani 123E,strain=123E,GCA_000715385,2014-06,2014-06,PRJNA227561,Contig,JCVI,39418891,10993,4.34353009
983506,456999,Rhizoctonia_solani_ag_1_ia.Rhisol_AG1IA_1.0,Rhizoctonia solani AG-1 IA,strain=AG-1IA,GCA_000334115,2013-01,2013-01,PRJNA51401,Scaffold,Rice Research Institute of Sichuan Agricultural University,36938120,10489,4.17661757
1108050,456999,Rhizoctonia_solani_ag_1_ib.ASM35025v1,Rhizoctonia solani AG-1 IB,strain=isolate 7/3/14,GCA_000350255,2015-08,2015-08,PRJEB40,Contig,CEBITEC,48510916,12209,4.323298054
456999,456999,Rhizoctonia_solani.AG22IIIB,Rhizoctonia solani,NA,GCA_001286725,2015-08,2015-08,PRJEB9381,Scaffold,CEBITEC,56028462,11897,4.941539351
1086054,456999,Rhizoctonia_solani_ag_3_rhs1ap.Rhizoctonia_solani_AG-3,Rhizoctonia solani AG-3 Rhs1AP,strain=AG-3,GCA_000524645,2014-11,2014-11,PRJNA73133,Scaffold,JCVI,51705945,12725,4.381412688
1287689,456999,Rhizoctonia_solani_ag_8_wac10335.RSAG8-1.V1,Rhizoctonia solani AG-8 WAC10335,strain=WAC10335,GCA_000695385,2014-05,2014-05,PRJNA187548,Scaffold,Commonwealth Scientific and Industrial Research Organisation,39822884,13929,4.735498545
747089,588596,Rhizophagus_irregularis_daom_181602.Gloin1,Rhizophagus irregularis DAOM 181602,strain=DAOM 197198,GCA_000439145,2013-11,2013-11,PRJNA208392,Scaffold,DOE Joint Genome Institute,90375240,29821,3.545783209
1432141,588596,Rhizophagus_irregularis_daom_197198w.Rir,Rhizophagus irregularis DAOM 197198w,strain=DAOM 197198w,GCA_000597685,2015-12,2015-12,PRJNA230015,Scaffold,"Laboratory of Computational Molecular Biology, College of Life Sciences, Beijing Normal University",140695967,27300,2.109510142
246409,936053,Rhizopus_delemar_ra_99_880.RO3,Rhizopus delemar RA 99-880,strain=RA 99-880,GCA_000149305,2012-04,2012-04,PRJNA13066,Scaffold,Broad Institute,46148878,17459,2.983490561
1001064,5286,Rhodotorula_glutinis_atcc_204091.R.glutinis2,Rhodotorula toruloides ATCC 204091,strain=ATCC 204091,GCA_000222205,2016-02,2016-02,PRJNA59971,Scaffold,MISSISSIPPI STATE UNIVERSITY,20478880,2817,2.942768194
578459,29898,Rhodotorula_graminis_wp1.Rhoba1_1,Rhodotorula graminis WP1,strain=WP1,GCA_001329695,2015-11,2015-11,PRJNA32711,Scaffold,DOE Joint Genome Institute,21013998,2694,4.14711999
1305733,1305733,Rhodotorula_sp_jg_1b.Rhosp1,Rhodotorula sp. JG-1b,strain=JG-1b,GCA_001541205,2016-02,2016-02,PRJNA195770,Scaffold,DOE Joint Genome Institute,19393393,6681,4.202065073
5286,5286,Rhodotorula_toruloides.IFO0880_HGAP3_v1,Rhodotorula toruloides,NA,GCA_001255795,2015-11,2015-11,PRJEB9845,Contig,UCB,20810536,7538,4.129387546
1130832,5286,Rhodotorula_toruloides_np11.RHOziaDV1.0,Rhodotorula toruloides NP11,strain=NP11,GCA_000320785,2013-04,2013-04,PRJNA169538,Scaffold,Dalian Institute of Chemical Physics,20223942,8140,4.129030187
77044,77044,Rosellinia_necatrix.ASM144559v1,Rosellinia necatrix,strain=W97,GCA_001445595,2015-11,2015-11,PRJDB3312,Contig,NARO Institute of Fruit Tree Science,43242629,8628,1.762799144
988480,281847,Rozella_allomycis_csf55.Rozella_k41_t100,Rozella allomycis CSF55,strain=CSF55,GCA_000442015,2014-07,2014-07,PRJNA81749,Scaffold,University of Michigan,11859274,6350,3.30676164
1160507,706196,Saccharomyces_arboricola_h_6.SacArb1.0,Saccharomyces arboricola H-6,strain=H-6,GCA_000292725,2012-09,2012-09,PRJNA88533,Chromosome,The University of Nottingham,11619520,3659,0
764097,4932,Saccharomyces_cerevisiae_awri796.ScAWRI796_v01,Saccharomyces cerevisiae AWRI796,strain=AWRI796,GCA_000190195,2011-02,2011-02,PRJNA48559,Chromosome,The Australian Wine Research Institute,11741670,3786,0
889517,4932,Saccharomyces_cerevisiae_cen_pk113_7d.ASM26988v1,Saccharomyces cerevisiae CEN.PK113-7D,strain=CEN.PK113-7D,GCA_000269885,2013-04,2013-04,PRJNA52955,Chromosome,Chalmers University of Technology,11999059,5451,0.07710993708
643680,4932,Saccharomyces_cerevisiae_ec1118.ASM21897v1,Saccharomyces cerevisiae EC1118,NA,GCA_000218975,2015-02,2015-02,PRJEA37863,Scaffold,Genoscope,11659512,6014,0.08987465647
764102,4932,Saccharomyces_cerevisiae_fostersb.ScFostersB_v01,Saccharomyces cerevisiae FostersB,strain=FostersB,GCA_000190255,2011-02,2011-02,PRJNA48569,Chromosome,The Australian Wine Research Institute,11514552,3689,0
764101,4932,Saccharomyces_cerevisiae_fosterso.ScFostersO_v01,Saccharomyces cerevisiae FostersO,strain=FostersO,GCA_000326005,2014-08,2014-08,PRJNA48567,Contig,The Australian Wine Research Institute,11684932,3575,0
4932,4932,Saccharomyces_cerevisiae_gca_000091065.ASM9106v2,Saccharomyces cerevisiae,NA,GCA_000091065,2015-02,2015-02,PRJNA13838,Chromosome,Tsukuba Life Science Center,586761,297,0.03704479798
721032,4932,Saccharomyces_cerevisiae_kyokai_no_7.K7_1.0,Saccharomyces cerevisiae Kyokai no. 7,strain=Kyokai no. 7,GCA_000260735,2016-04,2016-04,PRJDA45827,Scaffold,National Research Institute of Brewing,11786343,5792,0.09013732977
764098,4932,Saccharomyces_cerevisiae_lalvin_qa23.ScQA23_v01,Saccharomyces cerevisiae Lalvin QA23,strain=Lalvin QA23,GCA_000325965,2014-08,2014-08,PRJNA48561,Scaffold,The Australian Wine Research Institute,11804088,4022,0
1177187,4932,Saccharomyces_cerevisiae_p283.GCA_000568295_1,Saccharomyces cerevisiae P283,strain=P283,GCA_000568295,2014-04,2014-04,PRJNA161093,Chromosome,University of Padova,11408082,4400,0.09725887841
1182968,4932,Saccharomyces_cerevisiae_p301.p301,Saccharomyces cerevisiae P301,strain=P301,GCA_000568055,2014-05,2014-05,PRJNA162717,Chromosome,University of Padova,11487077,4767,0.07120168429
1182966,4932,Saccharomyces_cerevisiae_r008.R008,Saccharomyces cerevisiae R008,strain=R008,GCA_000568005,2014-05,2014-05,PRJNA162713,Chromosome,University of Padova,11601448,5222,0.07724665626
1182967,4932,Saccharomyces_cerevisiae_r103.R103,Saccharomyces cerevisiae R103,strain=R103,GCA_000568365,2014-05,2014-05,PRJNA162715,Chromosome,University of Padova,11489728,5045,0.06841269613
559292,4932,Saccharomyces_cerevisiae.R64-1-1,Saccharomyces cerevisiae S288C,strain=S288C,GCA_000146045,2011-09,2011-12,PRJNA43747,Complete Genome,Saccharomyces Genome Database,12157105,6619,0.08353994727
285006,4932,Saccharomyces_cerevisiae_rm11_1a.ASM14936v1,Saccharomyces cerevisiae RM11-1a,strain=RM11-1a,GCA_000149365,2008-06,2008-06,PRJNA13674,Scaffold,Broad Institute,11736985,5377,0.08064017147
764099,4932,Saccharomyces_cerevisiae_vin13.ScVIN13_v01,Saccharomyces cerevisiae Vin13,strain=Vin13,GCA_000190215,2011-02,2011-02,PRJNA48563,Chromosome,The Australian Wine Research Institute,11667470,3930,0
764100,4932,Saccharomyces_cerevisiae_vl3.ScVL3_v01,Saccharomyces cerevisiae VL3,strain=VL3,GCA_000190235,2011-02,2011-02,PRJNA48565,Chromosome,The Australian Wine Research Institute,11662230,4025,0
1095631,332112,Saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7.ASM32610v1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7,strain=VIN7,GCA_000326105,2014-08,2014-08,PRJNA73971,Contig,The Australian Wine Research Institute,23371538,9143,0
1296266,4932,Saccharomyces_cerevisiae_yjm1078.Sc_YJM1078_v1,Saccharomyces cerevisiae YJM1078,strain=YJM1078,GCA_000975645,2016-03,2016-03,PRJNA183131,Chromosome,Duke University,11846736,5406,0.09654870089
1292971,4932,Saccharomyces_cerevisiae_yjm1083.Sc_YJM1083_v1,Saccharomyces cerevisiae YJM1083,strain=YJM1083,GCA_000975675,2016-05,2016-05,PRJNA188959,Chromosome,Duke University,12508461,5378,0.09597305987
1293430,4932,Saccharomyces_cerevisiae_yjm1129.Sc_YJM1129_v1,Saccharomyces cerevisiae YJM1129,strain=YJM1129,GCA_000975705,2015-04,2015-04,PRJNA189300,Chromosome,Duke University,13087233,5456,0.09547471243
1294333,4932,Saccharomyces_cerevisiae_yjm1133.Sc_YJM1133_v1,Saccharomyces cerevisiae YJM1133,strain=YJM1133,GCA_000976695,2016-04,2016-04,PRJNA189881,Chromosome,Duke University,12432471,5314,0.0968641402
1294334,4932,Saccharomyces_cerevisiae_yjm1190.Sc_YJM1190_v1,Saccharomyces cerevisiae YJM1190,strain=YJM1190,GCA_000976725,2016-05,2016-05,PRJNA189882,Chromosome,Duke University,12938494,5418,0.09610019103
1294335,4932,Saccharomyces_cerevisiae_yjm1199.Sc_YJM1199_v1,Saccharomyces cerevisiae YJM1199,strain=YJM1199,GCA_000976755,2016-04,2016-04,PRJNA189883,Chromosome,Duke University,12339311,5447,0.09511131063
1294336,4932,Saccharomyces_cerevisiae_yjm1202.Sc_YJM1202_v1,Saccharomyces cerevisiae YJM1202,strain=YJM1202,GCA_000976785,2016-05,2016-05,PRJNA189884,Chromosome,Duke University,12555644,5381,0.0965281864
1294337,4932,Saccharomyces_cerevisiae_yjm1208.Sc_YJM1208_v1,Saccharomyces cerevisiae YJM1208,strain=YJM1208,GCA_000976815,2016-05,2016-05,PRJNA189885,Chromosome,Duke University,13137464,5374,0.0954656751
1294338,4932,Saccharomyces_cerevisiae_yjm1242.Sc_YJM1242_v1,Saccharomyces cerevisiae YJM1242,strain=YJM1242,GCA_000976845,2016-04,2016-04,PRJNA189886,Chromosome,Duke University,12183146,5385,0.09556520743
1294339,4932,Saccharomyces_cerevisiae_yjm1244.Sc_YJM1244_v1,Saccharomyces cerevisiae YJM1244,strain=YJM1244,GCA_000976875,2016-04,2016-04,PRJNA189887,Chromosome,Duke University,12748922,5346,0.09588413374
1294340,4932,Saccharomyces_cerevisiae_yjm1248.Sc_YJM1248_v1,Saccharomyces cerevisiae YJM1248,strain=YJM1248,GCA_000976905,2016-04,2016-04,PRJNA189888,Chromosome,Duke University,12607119,5305,0.09687708068
1294341,4932,Saccharomyces_cerevisiae_yjm1250.Sc_YJM1250_v1,Saccharomyces cerevisiae YJM1250,strain=YJM1250,GCA_000976935,2016-04,2016-04,PRJNA189889,Chromosome,Duke University,12335016,5310,0.09728268343
1294342,4932,Saccharomyces_cerevisiae_yjm1252.Sc_YJM1252_v1,Saccharomyces cerevisiae YJM1252,strain=YJM1252,GCA_000976965,2016-05,2016-05,PRJNA189890,Chromosome,Duke University,12668504,5374,0.09687918906
1294343,4932,Saccharomyces_cerevisiae_yjm1273.Sc_YJM1273_v1,Saccharomyces cerevisiae YJM1273,strain=YJM1273,GCA_000976995,2016-04,2016-04,PRJNA189891,Chromosome,Duke University,12606387,5453,0.09572334531
1294344,4932,Saccharomyces_cerevisiae_yjm1304.Sc_YJM1304_v1,Saccharomyces cerevisiae YJM1304,strain=YJM1304,GCA_000977025,2015-04,2015-04,PRJNA189892,Chromosome,Duke University,12418654,5361,0.09581131897
1294345,4932,Saccharomyces_cerevisiae_yjm1307.Sc_YJM1307_v1,Saccharomyces cerevisiae YJM1307,strain=YJM1307,GCA_000977055,2016-05,2016-05,PRJNA189893,Chromosome,Duke University,13070263,5390,0.09524706178
1294346,4932,Saccharomyces_cerevisiae_yjm1311.Sc_YJM1311_v1,Saccharomyces cerevisiae YJM1311,strain=YJM1311,GCA_000977085,2016-04,2016-04,PRJNA189894,Chromosome,Duke University,12573383,5415,0.0962862338
1294347,4932,Saccharomyces_cerevisiae_yjm1326.Sc_YJM1326_v1,Saccharomyces cerevisiae YJM1326,strain=YJM1326,GCA_000977115,2016-05,2016-05,PRJNA189895,Chromosome,Duke University,12435682,5408,0.09503857618
1294348,4932,Saccharomyces_cerevisiae_yjm1332.Sc_YJM1332_v1,Saccharomyces cerevisiae YJM1332,strain=YJM1332,GCA_000977145,2016-04,2016-04,PRJNA189896,Chromosome,Duke University,12288064,5447,0.09562772774
1294349,4932,Saccharomyces_cerevisiae_yjm1336.Sc_YJM1336_v1,Saccharomyces cerevisiae YJM1336,strain=YJM1336,GCA_000977175,2016-04,2016-04,PRJNA189897,Chromosome,Duke University,12854775,5401,0.0962220424
1294350,4932,Saccharomyces_cerevisiae_yjm1338.Sc_YJM1338_v1,Saccharomyces cerevisiae YJM1338,strain=YJM1338,GCA_000977205,2016-04,2016-04,PRJNA189898,Chromosome,Duke University,12277361,5404,0.09566543542
1294351,4932,Saccharomyces_cerevisiae_yjm1341.Sc_YJM1341_v1,Saccharomyces cerevisiae YJM1341,strain=YJM1341,GCA_000977235,2016-04,2016-04,PRJNA189899,Chromosome,Duke University,12526507,5428,0.09592964278
1294352,4932,Saccharomyces_cerevisiae_yjm1342.Sc_YJM1342_v1,Saccharomyces cerevisiae YJM1342,strain=YJM1342,GCA_000977265,2016-05,2016-05,PRJNA189900,Chromosome,Duke University,12686823,5388,0.09446042483
1294353,4932,Saccharomyces_cerevisiae_yjm1355.Sc_YJM1355_v1,Saccharomyces cerevisiae YJM1355,strain=YJM1355,GCA_000977295,2016-04,2016-04,PRJNA189901,Chromosome,Duke University,13003825,5350,0.09498140019
1294354,4932,Saccharomyces_cerevisiae_yjm1356.Sc_YJM1356_v1,Saccharomyces cerevisiae YJM1356,strain=YJM1356,GCA_000977325,2016-05,2016-05,PRJNA189902,Chromosome,Duke University,12596052,5443,0.09536284108
1294355,4932,Saccharomyces_cerevisiae_yjm1381.Sc_YJM1381_v1,Saccharomyces cerevisiae YJM1381,strain=YJM1381,GCA_000977355,2016-05,2016-05,PRJNA189903,Chromosome,Duke University,12456639,5446,0.09565492104
1294356,4932,Saccharomyces_cerevisiae_yjm1383.Sc_YJM1383_v1,Saccharomyces cerevisiae YJM1383,strain=YJM1383,GCA_000977385,2016-05,2016-05,PRJNA189904,Chromosome,Duke University,12628121,5406,0.095928335
1294357,4932,Saccharomyces_cerevisiae_yjm1385.Sc_YJM1385_v1,Saccharomyces cerevisiae YJM1385,strain=YJM1385,GCA_000977415,2016-04,2016-04,PRJNA189905,Chromosome,Duke University,13009203,5421,0.09578638
1294358,4932,Saccharomyces_cerevisiae_yjm1386.Sc_YJM1386_v1,Saccharomyces cerevisiae YJM1386,strain=YJM1386,GCA_000977445,2016-04,2016-04,PRJNA189906,Chromosome,Duke University,12703377,5359,0.09614311905
1294359,4932,Saccharomyces_cerevisiae_yjm1387.Sc_YJM1387_v1,Saccharomyces cerevisiae YJM1387,strain=YJM1387,GCA_000977475,2016-04,2016-04,PRJNA189907,Chromosome,Duke University,12815307,5435,0.09576140037
1294360,4932,Saccharomyces_cerevisiae_yjm1388.Sc_YJM1388_v1,Saccharomyces cerevisiae YJM1388,strain=YJM1388,GCA_000977505,2016-04,2016-04,PRJNA189908,Chromosome,Duke University,12542498,5383,0.09594480123
1294361,4932,Saccharomyces_cerevisiae_yjm1389.Sc_YJM1389_v1,Saccharomyces cerevisiae YJM1389,strain=YJM1389,GCA_000977535,2016-04,2016-04,PRJNA189909,Chromosome,Duke University,12275960,5369,0.09635790799
1294362,4932,Saccharomyces_cerevisiae_yjm1399.Sc_YJM1399_v1,Saccharomyces cerevisiae YJM1399,strain=YJM1399,GCA_000977565,2016-05,2016-05,PRJNA189910,Chromosome,Duke University,12395100,5213,0.09795450067
1294363,4932,Saccharomyces_cerevisiae_yjm1400.Sc_YJM1400_v1,Saccharomyces cerevisiae YJM1400,strain=YJM1400,GCA_000977595,2016-04,2016-04,PRJNA189911,Chromosome,Duke University,12411007,5398,0.09606815858
1294364,4932,Saccharomyces_cerevisiae_yjm1401.Sc_YJM1401_v1,Saccharomyces cerevisiae YJM1401,strain=YJM1401,GCA_000977625,2016-05,2016-05,PRJNA189912,Chromosome,Duke University,12218077,5347,0.09485303553
1294365,4932,Saccharomyces_cerevisiae_yjm1402.Sc_YJM1402_v1,Saccharomyces cerevisiae YJM1402,strain=YJM1402,GCA_000977655,2016-05,2016-05,PRJNA189913,Chromosome,Duke University,12612588,5436,0.09576405666
1294366,4932,Saccharomyces_cerevisiae_yjm1415.Sc_YJM1415_v1,Saccharomyces cerevisiae YJM1415,strain=YJM1415,GCA_000977685,2016-05,2016-05,PRJNA189914,Chromosome,Duke University,12870863,5455,0.09545668414
1294367,4932,Saccharomyces_cerevisiae_yjm1417.Sc_YJM1417_v1,Saccharomyces cerevisiae YJM1417,strain=YJM1417,GCA_000977715,2016-05,2016-05,PRJNA189915,Chromosome,Duke University,12706835,5424,0.0955730201
1294368,4932,Saccharomyces_cerevisiae_yjm1418.Sc_YJM1418_v1,Saccharomyces cerevisiae YJM1418,strain=YJM1418,GCA_000977745,2016-04,2016-04,PRJNA189916,Chromosome,Duke University,12453461,5409,0.0955688863
1294369,4932,Saccharomyces_cerevisiae_yjm1419.Sc_YJM1419_v1,Saccharomyces cerevisiae YJM1419,strain=YJM1419,GCA_000977775,2016-04,2016-04,PRJNA189917,Chromosome,Duke University,13681486,5391,0.09646960156
1294370,4932,Saccharomyces_cerevisiae_yjm1433.Sc_YJM1433_v1,Saccharomyces cerevisiae YJM1433,strain=YJM1433,GCA_000977805,2016-04,2016-04,PRJNA189918,Chromosome,Duke University,12592949,5366,0.09358561871
1294371,4932,Saccharomyces_cerevisiae_yjm1434.Sc_YJM1434_v1,Saccharomyces cerevisiae YJM1434,strain=YJM1434,GCA_000977835,2016-04,2016-04,PRJNA189919,Chromosome,Duke University,12593806,5453,0.09572334531
1294372,4932,Saccharomyces_cerevisiae_yjm1439.Sc_YJM1439_v1,Saccharomyces cerevisiae YJM1439,strain=YJM1439,GCA_000977865,2016-05,2016-05,PRJNA189920,Chromosome,Duke University,12950948,5358,0.09659024487
1294373,4932,Saccharomyces_cerevisiae_yjm1443.Sc_YJM1443_v1,Saccharomyces cerevisiae YJM1443,strain=YJM1443,GCA_000977895,2016-04,2016-04,PRJNA189921,Chromosome,Duke University,12241996,5266,0.09696387695
1294374,4932,Saccharomyces_cerevisiae_yjm1444.Sc_YJM1444_v1,Saccharomyces cerevisiae YJM1444,strain=YJM1444,GCA_000977925,2016-05,2016-05,PRJNA189922,Chromosome,Duke University,12410609,5350,0.09404520523
